,Unique_words,Word_Vectors
657,bent,"[-1.8983637   2.1467385  -5.0206823   1.3241926  -3.715126    2.7787895
  0.5319449   2.6792364   2.1498098   5.5896196  -0.9916254  -0.9646568
  1.986789   -2.0250747  -1.2899125  -5.7260194  -1.0197145  -0.4618187
 -2.684143    0.11513636  0.4045343  -1.8533632   1.4199121  -2.6577065
  2.310773   -2.0885372  -2.212733   -4.1305456  -4.6696553   0.22995287
 -2.30978     2.0289052   2.3336031  -5.493814    3.699911    2.2784705
  0.86537904 -2.0474756   0.71226424  3.1939292  -3.491955    1.7731603
  0.48297438  0.10232776  0.78895307 -3.4016738  -0.20428933 -3.4804842
  0.7681056  -1.7227858 ]"
658,effort,"[-0.19821855  3.6212626  -0.8621192   3.7696998   0.6004742   1.3065995
 -2.2356553   4.656184   -1.2961615   7.3863544   1.2810551  -1.2064471
 -2.4640887   0.64490825  3.8163736  -1.8223853   1.3340477  -1.7098192
 -0.9892894  -3.7689211   1.692297   -3.5559723   0.61821663  1.2511398
  5.2262607   3.1661663  -0.7110132   3.8999298  -0.5516042  -0.16294761
 -1.791576    0.50546056 -2.8150222   2.0537705   0.875812   -1.9355243
 -1.0673646   0.17314233 -0.3436058   0.4585918  -1.4602783   1.8244127
 -0.8383121  -0.6612256  -2.9371161   0.60952395  2.1514072  -2.098853
 -0.42333513  4.183425  ]"
659,parathyroid,"[ 0.78024966  1.6158261   1.0378292   3.9789634   1.0552487   0.07792899
  1.7665088  -1.3137727   6.426194   -2.8825922  -1.7866333  -1.6680051
 -0.5953953   0.82979214  0.4350915   2.7351203   0.7122952   1.87817
  3.1581838  -0.7538751  -2.6432617  -2.344184    3.824799    2.0465763
 -0.3700319   0.820791   -1.4487538   1.4769015  -1.6199678   0.8489563
  0.4488472   4.6569276  -0.6245643  -4.709942    0.72479486  5.905303
  0.8093904  -2.9630394   1.0108982   1.3003275   1.6852584  -0.00785926
  2.2923903   1.3636951  -1.3271158   0.9519285   0.50228316 -0.90552473
  3.9035978  -0.11949901]"
660,reduction,"[ 2.22493    -4.989034    1.3930591   0.8121354   1.7255996  -1.0990689
  1.3266101  -1.9651275  -2.6872935   0.96869695  2.2766821  -8.093499
  0.2638956   0.5255159   1.6659815  -0.26732478 -0.51635146  1.0564687
  2.2174933  -1.2290585   0.05806165  0.23448403 -2.4341493  -0.5277809
  1.9470918   4.2550173  -1.7036198   1.9939518   0.41215304 -2.511278
  1.6374278   3.2654192  -2.978839   -1.9822457  -0.6884769   3.7380693
 -2.7105293  -7.1128125  -1.1517079  -3.6165392  -3.487959    2.770657
  2.1011071   1.7380644   0.32636005 -3.8198774  -0.58712864 -1.4634719
 -3.7793791   0.77459204]"
661,nadi,"[-1.8284606  -0.4489511  -2.7385373   3.856299    0.22788239  0.4021811
 -1.7123618   2.18037     5.6660495   0.43265232  3.4411118  -4.797941
  3.8825412   0.26585317  2.5132833   4.638763    0.6519093  -0.5936138
 -2.1614745  -2.415982    1.0484574  -0.18786441 -0.69205    -2.8937454
  4.373349    0.02842119 -2.3213997   1.4109465  -1.0643713  -4.5342245
  2.2822654  -3.1796327  -1.2830279   1.3852586   1.2281448   2.6054506
 -1.4062492   2.51918    -1.4740541   2.5249293  -1.9607531  -3.7893374
  0.26810515  0.91243964 -0.2197618   1.6569772  -0.5317256  -0.40953922
  4.44266    -4.1128387 ]"
662,loosening,"[ 1.0263633  -0.6538504  -1.2441654   0.38661337 -1.4291499  -2.137399
  4.83357     1.474795    1.7436515  -1.738021   -1.1947552   0.5891244
 -0.2965037  -1.5740592  -1.594406   -6.3601055   0.60271156  5.0039654
 -2.678628   -2.3293245  -2.1298897   0.929518   -3.3360367   4.6242456
  2.114882   -0.85020804 -6.4998116  -1.2704327  -0.10626201 -1.3571198
 -0.2234707  -0.32813013 -0.5129128   2.3589497   3.301641   -2.274613
 -4.27335     1.9183892  -0.5876283  -0.32432196 -1.0063814  -0.5197161
 -1.5469238  -2.257555   -1.7472084  -4.400181    0.28000402 -2.8928547
  1.3933845  -0.80655396]"
663,comes,"[-0.5870965   1.799179   -1.4837868  -0.2510931   4.657522   -0.8352592
 -2.044158   -1.611062    2.7498844  -1.8190191   1.1081731   1.1463298
 -2.4765859   0.03652629 -0.68801147  4.1944127   4.585311   -2.6230946
 -3.434821    2.3352377  -2.3903875   1.1807392   1.3860329  -2.4851065
 -2.075362    1.181159   -3.062552    2.9054518  -2.6426525  -1.8360187
 -0.02759105  1.4031075  -2.0174692  -1.4074235  -1.3030214  -1.7120377
 -0.03462282  1.4248408  -4.5588207  -2.5174885  -0.41601756 -3.581288
  2.444924   -1.3260564  -4.463874    0.3917015  -3.2690861  -0.8873498
 -2.9731948   3.8906372 ]"
664,development,"[-0.6649406  -2.776099    1.7506495   0.8145133   1.6155585  -1.0735838
 -0.08661477 -3.4409664   2.3008955  -0.20279379 -0.01136183 -1.5886519
 -3.001064   -1.1096851   4.532125    3.1380968  -0.7502166   3.510899
  1.5497063   2.4795992   1.5326161   2.0902245   0.846272    0.9242303
  0.569866    2.324598   -3.144165   -3.8026352   1.2329602   5.1874433
 -1.9942183  -0.63959444  0.97517806 -0.02062479 -1.1498469   3.474341
 -0.2243728   1.272845    4.7229156   2.514781    0.24329036  1.3408588
 -0.3105888  -1.9374269   0.7486598  -1.3258393  -2.6137521   2.4721365
  1.6655967   2.2642627 ]"
665,shalabhasana,"[ 4.102168    2.8161666  -2.7164316  -1.9417899  -2.7256866   2.115713
 -0.9413931  -1.4074138  -1.7534554  -1.5841892   1.2937727  -2.3157904
  1.0373503   1.4231699  -4.7828217  -2.2124057   2.448035   -1.9941009
  5.4922237  -3.746058   -1.2415296   3.9106014  -2.738355   -2.8240588
  1.5605783  -0.6946788  -0.16314739  0.8192589  -1.6942704   3.1180048
 -1.1374741  -2.5301354  -1.2749076   0.94811285 -3.8319924  -2.220781
  0.19379847  0.5085578   0.3618173  -2.5267642  -1.079294   -0.21605782
 -1.7096906   2.5499752  -5.140237   -2.709164    3.2294397  -1.3567176
  0.40920103 -3.4289927 ]"
666,piles,"[ 0.6825324   1.2096686  -0.63108474  2.7896783  -1.7384471  -5.344214
 -1.2788115   1.6401718  -4.097744    0.26244196  0.5147625  -1.3260189
  0.17299668  3.2603214   6.0735583   0.4350942  -1.5682755   5.3786025
  3.0822954  -1.1560402   1.258043   -3.5798495  -2.359418    0.09144434
  0.3647449   0.16549839  2.5269744   0.5169977   3.10398    -0.9259995
 -2.6927326  -1.5987978  -1.2642695   1.1866153  -4.415085    1.6464113
 -2.1341329   1.6790104   2.7083092  -0.73147994 -2.4353538  -1.131714
  5.503838   -0.10779116 -0.17544658  1.1788331   0.07008527 -5.1972466
  0.27603543  2.5946913 ]"
667,periods,"[-1.4998845   1.076849    1.5166146   0.835716    3.5778825   1.0474826
 -1.0675956   0.5234078  -1.2530472  -2.1487145  -3.742278   -3.2626135
 -1.809944    0.08376671 -2.563792   -0.84174246  2.128768   -2.561827
 -0.17587839 -3.950199   -1.1203399   3.2558167  -0.14500822 -4.744199
  0.06650523  1.4431427  -2.0106618   3.262082   -2.544106   -2.8502183
 -0.15520883 -3.8956137  -1.2442689  -1.3863449  -1.1176703  -3.780113
  0.8270806  -0.66459256  1.3081038  -0.11833502 -1.5120139  -4.462117
  2.2988904  -0.53592736  4.078839   -3.7402904   1.3863151  -1.3054619
  0.7976488   1.501936  ]"
668,managing,"[-4.1621618e+00  4.0698371e+00 -3.1169772e+00 -3.0735939e+00
  7.0230025e-01 -4.2344308e+00  8.1425720e-01 -4.2731518e-01
 -2.5840762e-01  8.4095418e-01 -4.4015557e-02 -1.1038962e-01
  8.9753485e-01  2.7531416e+00 -2.6652575e+00  1.1519718e+00
 -4.9514526e-01 -2.1874843e+00 -2.5707009e+00 -1.1046149e+00
  4.1843219e+00 -1.6342407e+00  6.3188571e-01  1.2042135e+00
  2.4268775e+00  1.7073827e+00  3.1982083e+00 -2.7779303e+00
 -7.9650199e-01  2.7759714e+00 -1.9775131e+00 -1.3079956e+00
  2.9909949e+00  2.2086463e+00  9.9341136e-01  1.6777815e-01
  1.4158695e+00 -3.1223595e+00 -2.9347673e-01  8.9362752e-01
  1.4904270e-01  2.4237106e+00  6.0208807e+00 -3.4947426e+00
 -3.1709296e-01 -2.5283458e+00  4.2026677e+00  5.4099583e-03
  1.3214504e+00 -2.7418723e+00]"
669,marichyasana,"[ 1.3169389  -1.530886   -1.5486717  -1.3340234  -0.87584037  1.8982351
  1.3041707   1.4358927   1.2270887  -2.227001    0.37283137 -0.02154069
 -1.6551151  -0.24952526  3.4691398  -2.733502    0.09586169  2.6215913
  3.505484   -2.7316344  -2.9987526  -4.975292    2.0526812  -1.2400362
  1.9223362  -0.6715905  -0.91358817  0.5003798  -3.022776   -0.64374036
 -3.420027   -2.803256    0.20978686  0.9924062   5.2019353   0.6826261
  0.8493002   3.2028725   4.1432757   3.9758654   1.6655304   4.140083
  1.4127344   0.97746253  0.39715633  5.0466075  -1.4013737  -4.2417684
 -1.3539941   0.5805047 ]"
670,obesity,"[ 0.3374749   1.7833035   0.6478776   4.4714127  -6.556418   -5.59077
  4.547       2.7178955   1.3690677  -0.0918913  -2.0485022   1.073446
  0.54142064 -1.054345   -3.912226   -1.3391312  -0.2998179   7.2512016
  0.486779   -0.57902634 -3.4996648  -0.5387039  -3.3226151   5.141887
  1.2940726   0.6533046   0.2526077   2.092191    1.5107863  -0.08614023
  0.13952035 -2.1538992  -0.6265012   0.5011126   2.4443088  -0.95171076
 -2.5723612   3.938192    1.0035275  -0.46352386  0.94901055 -1.7463053
  2.2826917  -4.7506766   1.1646101  -1.9100425  -0.43848047  1.5034944
 -2.8973823  -0.25499365]"
671,freeing,"[-3.725189   -4.330115   -0.90055156 -4.368499    2.4971259  -1.2333381
  0.27274704  0.55527955  1.3247228   1.1411648   3.3006809  -0.89781374
 -0.09506352 -0.034777   -1.3507572  -1.2150091   4.957356   -4.3053946
  0.45731774 -5.285323    2.465447   -3.3247793  -0.1187229   1.9246923
 -1.2626301   7.954086    0.59026134 -1.4552848   0.29010212 -1.0679753
 -0.25955346 -3.9591312  -1.1562749   4.5518856  -2.1189234   4.0652575
 -1.7872926  -2.811855   -0.17422307 -2.2549164  -0.46488056 -3.0573022
  2.102497   -1.635321   -2.6603642  -1.9650286   0.38541493 -0.68289655
  4.7955074  -1.4290996 ]"
672,setubandha,"[-2.0951927   0.3560868   0.03985499  0.29077828 -3.6724615  -0.10235485
 -2.0325408   2.8133342   3.7777984  -0.7617376  -1.7809136  -0.06682592
 -2.2600129   3.5747347  -1.6938753  -0.8937544   0.7145281   2.681425
  1.3784152   1.1886488   0.449816    1.3871061   5.1127033  -2.0662448
  1.898502   -5.7817006   1.9120889  -1.5968239  -1.7999487   1.6704497
 -1.9321538  -3.883911    1.6190412  -3.2776005  -1.9284629   0.81143916
  4.704759    2.346267   -3.1672816  -3.3267474  -1.1501285   0.30463326
  2.567634   -0.65026426 -1.6561664   0.9085197  -1.341548    0.5206603
  1.6683356  -1.8722017 ]"
673,voice,"[ 1.4490383   0.66594875 -0.15321627  1.6779777  -2.9022024   0.44887653
  5.3012567  -0.48924026 -1.9208503  -1.6230171   2.3646412   0.296795
 -2.243245    0.21028629  3.3302665   0.8664963  -2.735187    4.2481728
 -1.6854312  -1.3291521   2.0479786   2.6394837   5.4190497  -1.130239
 -0.7648941  -1.794159    2.8275087   0.02090754 -0.39502373 -2.219406
 -6.0084524   1.3349816  -0.14115551 -3.9057956  -1.1615664  -1.7203183
  1.0102937   1.922028    2.074114   -1.0620073  -3.836681   -6.7788796
 -4.498009    1.7035613  -5.673329   -3.6308753   1.3308527  -1.2338917
  0.2759296   2.5273604 ]"
674,elongated,"[-1.7650689  -0.6716915   0.4561561  -1.2256812  -2.952848   -1.5242573
 -3.7059393  -0.41662326 -1.6615492   1.6023595   2.7917287  -2.6463854
 -3.4104462  -3.0697868  -1.1769243  -3.86973    -3.8514702   1.4131068
 -0.02853039 -0.04351528  1.2248727   3.514447   -0.87520075 -0.24227457
 -1.5900201   3.278793   -6.3513494   1.550827    0.38254353 -1.3542243
  4.8724823  -1.4650874   1.5408338   1.6458359  -2.4901884  -1.2471982
  0.17355348 -4.82848    -2.6130428  -1.3349209   4.947394    5.258002
 -1.5977073   3.847034    0.16897021 -3.7348654   0.7828013   4.5175266
  1.5701052   0.6689955 ]"
675,swadhisthana,"[ 0.19813025  6.5726466   0.9614878  -3.3236547  -0.60714805  1.9562725
  1.3911644   1.6441919  -1.4075446  -3.6916287  -1.5368006  -1.2851971
 -0.24109456 -3.7415514   0.41086477  0.12809226  0.57573295  0.79923964
 -2.4085312  -3.0659366   1.560373   -0.758009    0.72283715  0.5123164
  1.9598992   3.0034006  -0.16764979  3.7327495   0.04952     5.733318
  0.19626985  2.8464646   3.3723266   0.36040822  4.363928   -1.2460849
  2.9756274  -1.9562429   2.5588355  -1.0904733  -1.0548152  -5.286964
 -0.01859434 -2.5472307  -2.2094302   1.4812963  -1.249976   -3.7741349
  1.6371962   0.24580167]"
676,disc,"[ 2.9512758   1.5958804   0.89392745 -3.118554    2.6147265   1.8155313
 -1.990022   -2.6999424  -1.2056223  -0.64975363 -0.3587075  -0.74745494
  5.2793617   0.63204205  1.7745434  -1.5164394   4.766446    0.2296542
  2.2617683  -6.883801   -0.18999118 -0.57093585 -1.2931211  -3.0057423
  3.165548    1.3482594  -0.9988053   3.3588893  -4.684315   -1.2582164
 -0.8200712  -0.47073215 -0.09483165  1.0370907   0.39581698  0.73113716
  0.99933964 -0.49719757  2.000284   -1.77823    -1.125339   -4.216704
  1.6942534   3.2861595   1.5231172   0.10387345 -0.45042866 -2.2666
  2.6936183  -1.025957  ]"
677,venous,"[-1.0713719  -0.6516273   2.4456928  -0.21426256  2.9747872   2.159465
 -5.237911   -0.14819103 -1.5108865   2.1637847  -1.456163    0.3688801
 -4.820669    4.215175    0.08333416  4.310468   -1.196826   -1.3859935
  2.3261182  -3.0069418   0.07407379 -3.9433417   1.2646457  -2.976967
  3.7577634   4.100273   -3.753794    4.556374    1.2482119   4.8030105
 -0.16260226  2.0299067  -5.220197    4.4051895  -1.0652425  -0.14460772
 -1.3247304   1.2745506  -0.653172   -2.436533    0.08908308 -2.924038
 -1.8214777  -0.8306405  -3.509752   -0.62118024  0.5271707   4.1007233
 -2.1615293   2.402907  ]"
678,workout,"[-1.40124106e+00  2.02228737e+00  1.49387431e+00 -4.18537092e+00
  2.00138664e+00  1.59169197e-01  1.70722580e+00  3.86415362e+00
  1.24947798e+00 -1.62243211e+00 -5.39199543e+00  1.73153710e+00
  2.60412276e-01 -3.28357720e+00 -1.76962757e+00  2.87119865e+00
  9.50324684e-02  1.58493435e+00 -3.42285657e+00 -7.95116007e-01
 -9.48814392e-01  6.32346809e-01 -8.89422596e-01 -8.17694008e-01
 -7.09111154e-01  2.55411237e-01  7.65454173e-01 -2.35140014e+00
 -6.75643563e-01 -3.99200988e+00 -5.07893264e-01 -2.04958272e+00
  2.34424829e+00 -3.02816486e+00  4.94618062e-03  3.56135845e-01
  2.79004192e+00  1.04540956e+00  1.10352755e+00  3.72873950e+00
 -2.84920025e+00 -6.07614100e-01  5.78971386e+00 -1.23275995e-01
  2.40200615e+00  2.58644074e-01 -1.05932343e+00 -1.97679412e+00
 -5.84690452e-01 -2.05621910e+00]"
679,involves,"[-0.01590631 -3.7012966  -3.0306604  -1.1349074   0.12811014  2.606404
  1.6445999  -2.9953246   2.3735342   0.9390477  -0.4382931  -4.204992
  1.9725419  -2.6299279   3.3884716  -3.6623328   2.1925366  -2.4014406
  4.0821886   3.8528543  -4.0542397   1.4751935  -1.5940254  -2.0617113
  5.532218   -1.7139093   0.47397608  0.14793433 -4.1473      0.3047417
  0.4407461  -0.09992325 -1.6448765   0.06413718  2.6986682  -1.8496566
 -1.6489899   6.0052223   4.694053   -0.01962079 -0.07203677 -0.30509725
 -0.37810847  1.1870109  -0.18647355 -1.9183685  -2.385692   -4.3070393
  0.7144873  -0.8278729 ]"
680,height,"[ 1.0349748  -4.5558615   2.4492717   2.2208858  -2.0916684  -1.8061118
 -2.4322689   0.44911218 -0.25966495  3.3935058   1.2272267   3.2601619
  0.05425125 -2.6209714   4.897302    4.020858   -3.6131043  -0.77604365
 -0.02821659 -0.24749266 -0.38295558  0.18414252  3.2455914   0.35012335
  0.75901353 -3.0590837  -0.5199073  -3.4165564  -0.6181241   1.0519177
  2.0724533  -2.5551312  -0.85148495 -1.7552663   1.2938855  -5.4325
  3.2101538  -0.16407955 -0.13054618 -2.0823903  -3.710692   -2.8110278
 -3.2733471   0.65950793  0.35783574 -0.56754357  2.110569    0.31005317
 -0.78887653  7.4803214 ]"
681,different,"[-1.6429257  -1.688886    0.01242885 -0.67917556  0.5139289   0.42361587
 -2.7457302   1.0770541   3.0869095  -3.4392877   0.7454027   1.3098857
 -2.2972858  -0.14894526  2.3708704   2.3962123   1.195301    0.8766585
  2.1925075   1.1922894  -0.81214386 -0.65747756 -0.14824949 -0.91559136
  2.5038655   0.29252455 -1.5162754  -0.1250698  -1.6022308   1.6076444
  2.444578    0.4227209  -0.78671414  2.075285   -0.23784795  0.27328843
  5.4175053  -3.4643679   3.779671   -1.4388609  -1.6924455  -2.3238537
  3.0475066  -3.033333    1.945871    1.7349092  -0.4400382  -4.845121
 -1.4647504  -1.2576128 ]"
682,feels,"[-1.5691271   1.9908856   0.62707764 -1.6910558  -0.9633239  -2.0878327
 -3.2921438   1.0572857   0.4621174   0.38694277  2.8569622  -0.9733306
  3.4275017  -1.6436989   0.55477476 -0.60767114 -1.1803501   1.5489054
 -1.0218632  -2.6317499  -1.3499283  -4.6360264   0.8378227  -0.32173234
  0.32556185 -0.13549118 -2.0906808  -3.985757   -2.3011327  -5.437434
 -0.8873278  -0.5559027   0.9353745  -4.986885    1.6749672  -2.9349885
  0.94048536  0.74853504  0.7076107  -0.078399   -0.24611117 -4.1625676
 -0.33044735 -3.4200802   2.3438873  -1.304048   -3.900649    0.7345128
  3.9572346   0.6233693 ]"
683,higher,"[-0.998997   -3.823881   -1.535629   -1.3208703   1.5979636   3.2046487
 -0.67571145  0.07924941  0.82536954  1.4476388   2.8895001  -4.1807823
 -1.9863038   1.95939     1.3962834  -4.2426586   7.0614305  -3.6224608
 -1.0766178  -6.5454426   1.9758322   1.4247148  -2.6066663  -2.9535403
  1.9651387  -4.9096575   0.8228472  -2.6959963  -1.562734    1.0692905
  0.28203934 -1.946461   -0.54933226 -0.5400666   1.1225349  -2.9697204
 -0.9139502   1.5591564  -3.3405666  -1.6076732  -5.424797    1.609888
 -3.1922157  -3.534401    4.480001    0.23644063 -5.292944   -0.91411895
 -5.518217   -2.9008644 ]"
684,unblocked,"[ 0.48200175 -1.1216224  -0.317677    3.2145321  -0.12002838  0.24953496
 -1.821431    2.3772717   0.71008074 -5.0019655   1.6327989  -2.502023
  1.0365125  -1.4879718   5.028478   -2.976394    0.5934854   1.4617004
 -4.156004   -0.66258126  1.8462305  -2.2984812   1.000014    0.18707222
 -0.6677599   4.1537642  -0.1766731   0.03690552 -1.2917525  -1.3242478
  2.8778467  -0.0898964   1.1927912  -2.4531908  -0.24522914 -0.22631781
 -0.8527234  -3.8533456  -4.562198   -0.8259723  -0.54183865 -1.4839842
 -2.561195   -0.44225627  2.1882725  -0.5829974   0.5338476  -1.7506071
  4.807392   -0.7272657 ]"
685,warrior,"[-0.6061306  -3.7552922  -2.8857877  -5.084784    0.06350909 -2.2770455
  3.8812606  -3.2160606   1.0067028   0.59971726  0.28280073 -0.58429796
  0.78713393  0.2148385  -0.57799834 -3.1522067   1.6622773   3.4038093
  1.2579668  -0.84543395 -2.5083575   0.558705    3.6169186   2.5704355
 -2.747168   -4.86951     2.9502013   2.0014288  -1.853828   -3.681928
  2.885393   -4.9215946   1.0193722  -3.6502368  -3.965417   -4.6184654
  1.4740218  -0.5161949  -5.3532295  -2.827473    3.789398   -2.800451
 -0.40745103  1.4274672  -3.0335019   1.2825881  -0.44402245 -1.1232083
  1.1289662  -1.3941578 ]"
686,lung,"[-0.53552955 -0.05317431 -0.43008548 -0.56368303  0.44230902 -1.6530597
 -0.11921139  2.8558974   1.8084984   0.02550382 -2.919971    1.3271444
  1.0029447   4.215462    5.6142993   1.9444423  -2.7274773  -0.92190486
 -1.6203631  -3.8129058  -1.0130941  -0.12834278 -2.997857   -2.1198215
  4.8316803   3.2119136   2.6022382  -4.1623087   0.5469182  -1.9484873
 -0.91339844  0.97987926  2.295495   -1.3045055  -0.73874915  0.35151365
 -0.03370779  0.12241308  3.2554207  -0.20819128 -0.01315455 -2.1130197
  3.050595    0.5018688   2.1979494  -1.1246873   3.4367805   1.2300303
  1.2815287   2.4802895 ]"
687,duration,"[-1.0853344  -0.71326727  3.1169355  -1.2067316  -1.6229538  -2.0616295
  1.1062357   0.58115274 -3.9971716  -1.8405378  -2.1190543  -0.21839616
  0.15743807  1.0320385   1.9439237  -1.2266127  -0.45185637  1.6736684
 -1.8568723  -3.1117861  -5.038252   -2.253629    4.8601537  -0.657954
  2.5547109  -1.3196231  -1.4469317   3.2405741  -0.5885052   0.01956437
 -0.12939715 -4.853517    2.7139974  -0.5067285   1.4237133   0.08838025
  2.3232954  -0.35766637  1.2046357   0.93957025 -1.2719365  -0.23068155
  1.2770754  -1.2691538  -0.17194402 -2.6210532  -1.5282583   5.185793
 -0.5999548  -0.5576243 ]"
688,pulse,"[ 3.4523356  -1.0624999   1.1769462   4.031851    0.01335338 -1.9070551
  0.22108002 -0.43141198 -1.214842   -1.1857172  -3.7053137   0.6599724
 -3.0594878   0.42721075  4.1193113   0.797696   -1.7424353   1.8954277
  2.060967    0.94303596  2.9171214   1.2311584   3.833986    0.7349146
  4.1398664   0.9315436  -5.712718    4.023892   -0.8812666   4.186962
 -1.79607     1.1733756  -2.4667943   0.65287745  0.10322794 -0.22488636
 -1.6507134   5.079821   -1.3100034  -2.1684785  -1.3558758   3.197558
  3.477848   -3.4036345   2.5846107  -1.6971116   0.92212284  0.61610794
  2.5280123   1.1118894 ]"
