,Unique_words,Word_Vectors
1296,understanding,"[ 3.6164421e-01  6.3385856e-01 -3.6744642e-01  4.6785742e-01
 -2.5521832e+00 -1.3581109e+00 -4.7760469e-01  2.6259553e+00
 -4.6491146e-01  4.5735475e-01  7.9251474e-01  2.7972201e-01
 -3.1095225e-01 -1.9080081e+00  9.1623527e-01 -2.2938451e-01
 -1.1635767e+00  7.3967791e-01  2.7260528e+00  9.8887509e-01
  3.1765735e+00 -8.4014219e-01  7.1352798e-01  2.2686873e-01
 -1.0210971e+00 -1.2082571e-01 -2.1855800e+00  6.8090338e-01
 -1.4939611e+00 -2.0417271e+00 -2.7174046e+00 -8.0016470e-01
 -7.8515548e-01 -3.5205131e+00  1.8586607e-01  4.1368335e-01
  5.6258388e+00 -2.2534127e+00 -4.9688568e+00 -2.0748135e-03
  5.5618495e-01  2.4682796e+00 -2.3712792e+00  3.9082783e-01
  3.0872467e+00  1.2882279e+00  1.8738706e+00 -1.0261872e+00
  9.4364095e-01  2.8828115e+00]"
1297,create,"[-2.2243643e+00  4.1478103e-01 -3.1483811e-04  4.1749266e-01
  2.4093673e+00  3.1925650e+00 -1.0411644e+00 -8.0378032e-01
 -2.6500842e-01 -1.4557449e+00 -3.7410934e+00 -1.4573523e+00
 -2.1579485e+00 -1.4103147e+00 -4.2722738e-01  8.8585871e-01
 -5.1489139e-01 -4.4679734e-01  2.1870525e-01  1.1865262e+00
 -2.9786687e+00  1.6091132e+00 -3.4099114e-01 -2.7879903e+00
 -3.6485453e+00  1.1004653e+00  5.8985498e-02 -3.0979788e+00
 -1.9843248e-01  1.2821871e+00  3.1991488e-01  1.1398654e+00
  2.3273854e-02  3.6808589e-01  5.3722137e-01 -2.7236745e+00
  2.6715772e+00  4.6561804e+00  1.0527481e+00  1.0364911e-01
 -2.1312010e-01  2.5203433e+00  1.1595622e+00  2.4713967e+00
  2.4450099e+00 -2.2824819e-01 -9.3580133e-01  1.6303755e+00
 -1.6817549e+00  2.8079371e+00]"
1298,attention,"[-0.3272238   0.5840039  -1.9973661  -0.50708705  0.40434995 -1.8792846
 -0.34986773 -0.16038814 -1.000003    1.0464156  -0.56125    -0.36555648
 -1.4445353   1.296207    2.147382   -2.8589175   0.5312472  -0.73617405
 -2.5882118   0.43974677  0.36051857  4.336121    1.655322    1.7529398
  1.3526555   2.4987154  -2.1084824  -0.5984784   0.04132988 -4.674968
 -3.1631877  -1.473038    0.9430939  -2.8990357   0.095736   -0.04716113
  2.8175187   3.3063078   1.8864405   3.7677252   0.41781777 -0.07115808
 -0.6071362  -1.6350375  -2.5906534  -1.2699698   0.52442217  1.0735427
 -1.2799389  -0.60570663]"
1299,according,"[-2.2965689   0.70739716 -3.1400423   5.1396923  -0.6625688  -4.9150486
 -1.8875762   1.5842069  -2.0236807   3.0286474  -0.19883858 -0.15792237
 -0.27780762  1.5668234   0.8534344  -2.3962896   2.4398646  -3.2699845
 -1.0854081  -1.1599506  -0.68087715  0.4851685   2.682415    1.2554892
  2.824621   -0.29312748  0.0796954  -0.5178728   1.2673379  -2.4790554
  1.0125368  -1.9290811   0.03502353 -4.77555     0.21301237 -0.9481289
  0.9515768   0.9458157   0.8225328   3.3089294  -1.5902052   0.4386388
 -1.178423    0.2875707  -1.0083147  -2.6469357  -1.0821036   3.0785017
 -0.0680553   3.1704192 ]"
1300,chair,"[ 0.52660245 -1.344494   -2.4485216  -0.7606401   1.1779184   3.3982315
  2.3847938  -1.566436    1.6084008   0.964035    1.6476934  -0.22999321
  1.3089509   1.8050295   0.2883539   1.0604978  -3.4385204   1.1324462
 -1.9035903   0.53046256 -2.522397   -2.5677319  -0.17690329  2.2819965
  1.5025524  -3.4119642  -1.3288395   3.1007369  -0.18533687 -0.34028465
  0.9662181  -0.74941653 -0.54126817 -3.6507876  -2.9303598   1.3229394
  0.13136612  1.7760751   0.7697635   1.2183789   1.2470933   0.60492843
  1.3535038   2.1200433  -1.8719025  -0.601026   -0.36458704  0.51932734
  2.1137257  -2.4535003 ]"
1301,tree,"[-0.22589889  0.7434275  -0.34859872 -1.540783   -1.0702076  -1.4205745
 -0.3120219  -3.0579343  -0.530385   -1.4166352  -0.2580867   1.2898378
 -1.4531168   2.554801   -0.47988227  0.981657   -0.34302223  1.3306353
 -1.4144298  -4.5621395  -0.6701906  -1.3604909   2.2436862  -1.3570161
 -0.18456253 -1.3338053  -1.5929389   1.2376287  -0.31281814 -0.18463977
  0.4348774  -2.1383193   1.6213608  -4.6502585  -1.4913034   0.43476427
  0.02502205 -0.65628374 -2.4749868  -1.4570079   3.6779153   3.3842793
  3.3159344   0.67129934 -3.0207736   1.2030077  -0.41596892 -0.9034655
 -0.82267207  0.8061031 ]"
1302,thing,"[-5.142733   -0.5183512  -0.88904035 -1.598302   -0.2567342  -1.442194
  1.3896616  -1.6729736  -0.45493054 -1.203958    4.7138515  -1.1831173
  0.6453166  -2.0536308  -1.4394499  -0.22895443 -1.6736778  -1.2922212
 -0.4808443  -2.5923064  -0.8999625  -1.2840488   1.2417045   0.8014872
  3.8848572   1.0137705  -0.46905413  2.3632145  -2.0800228  -0.08459608
  0.22773801 -4.3061004   0.21446319 -3.594253   -1.1056526  -3.2581403
 -0.09947509  3.2608616  -0.01803298 -1.9689244   2.3187797   1.6872035
  0.2903089   0.9800486   0.14467299 -0.81120026  0.5068393   1.1089267
 -0.02315493 -3.081478  ]"
1303,neutral,"[-4.771925    0.73735774  2.2345731   3.2655196  -2.2833884   0.4894078
 -0.19352414  2.1615605   0.17672202  0.33306473  0.20997292 -1.7630005
 -1.5332268  -3.109115    1.6804986  -0.4319891  -2.1201317  -1.6103704
 -0.6669355  -2.70874     3.2999141   1.481162    0.3117276   1.0849112
  1.215796    4.7522216  -0.49650162 -2.1049478   0.5895278  -1.0426193
  1.2929677  -1.1528839  -1.4049159   1.9265658   0.9483575  -0.6862607
  0.15100797 -2.3706357  -2.0236263  -0.70396197  1.7771845   0.22946498
  1.7778107  -0.99970114  1.6025087   0.1042008  -0.68159    -0.49669215
 -0.12238938  0.6671936 ]"
1304,follows,"[-4.9112053   0.41759259  1.7666855   3.4269078  -1.429664    1.0557356
  0.14427793  1.887783    0.22629443  0.7423653   1.1557927  -1.8290626
 -2.6072361  -2.4856946  -0.06134989 -2.0009477  -0.20034641 -1.0805173
 -0.7080696  -1.7014914   2.8513286   1.4082574   0.23576696  0.6967396
  1.0436139   5.036812   -0.26776174 -1.7157794   0.00845414 -1.0864651
  0.5825743  -1.3863908  -0.5074466   1.9231626   0.7677061  -0.08351027
  0.9655046  -1.9243242  -1.5606958  -0.7506961   2.2707145  -0.06066603
  2.4546661  -0.12534602  0.3896494   0.11991517  0.59182435  0.05732018
 -0.20374848  0.96390396]"
1305,special,"[ 3.2577944e+00 -2.1353650e+00  5.1265329e-01 -2.6435094e+00
 -3.8787160e+00 -2.9185719e+00 -2.8180034e+00 -3.2543676e+00
  8.0565178e-01 -1.7780862e+00  4.4633386e-01 -2.5787110e+00
 -1.4728614e+00 -2.8445247e-01  1.1501918e+00 -2.4951987e+00
  1.5091661e+00 -1.1199621e+00  2.1288683e+00  5.9570912e-02
 -1.3023390e+00  3.8489704e+00  4.7223336e-01 -5.1343828e-01
 -1.5671649e+00  1.4740734e+00  1.3325357e+00  1.8177476e+00
 -3.2247022e-01  1.5089308e+00  3.0965552e+00  3.3151617e+00
  1.4770675e+00 -1.1280619e+00  4.0078989e-01  7.6478958e-02
 -5.2687687e-01 -1.6874903e+00  1.4635129e+00 -3.7851408e+00
  8.8257116e-01  2.0701146e+00 -1.0338273e+00 -5.9124899e-01
 -1.2243047e-03 -1.2209244e+00  6.9170690e-01 -2.0137776e-02
  1.6382307e+00  1.9937549e+00]"
1306,heels,"[-1.0131955   2.812393    0.99756014 -1.560412    1.8852477  -2.216366
 -2.0185535   2.6427188   2.068008    0.9800829  -0.42961368  0.2541625
  1.8903435  -1.2662994  -0.5978561  -0.97626966 -3.1195161   2.0108426
  0.8692923  -0.1837366  -0.32117492 -4.4970093  -0.21065967 -0.9847778
  1.1046786  -1.09541    -2.0676336   0.85160303 -1.6122211  -1.5312405
  0.9461271   4.670491   -2.0916436  -0.08169282 -2.8006454   2.4398718
  1.5157017  -1.613765    2.3393779   1.4396613  -3.5889385  -2.1619642
 -0.6450427   0.8724799   0.4627239  -0.6069277   1.6615394   0.83383095
  1.0899204  -0.91904044]"
1307,but,"[ 0.02360362  2.592828    0.76259094  2.0237882  -0.59468454  0.32785052
 -1.8231435  -0.40718353 -1.1623435  -0.63544714 -1.3361582   0.88156223
 -1.5181307  -0.53770095 -0.43077385  1.2072864   4.1961675   2.4019816
  0.65370965 -1.932124    2.0647144  -1.4441969   4.1928916   2.793823
 -0.8036864  -0.7968616   2.0032907   0.5480313   1.6073205  -1.5815567
 -1.7986321   0.24007085  0.6492653  -1.3766301  -0.7283797  -1.440187
  2.2721465   3.3995056   1.7879814   0.84373397  1.1454006   0.25775856
 -1.2096602  -2.6101568   0.20211987 -0.08995203 -1.301872    2.7219863
  5.1029     -0.24554443]"
1308,twists,"[-1.4486371   0.74521285  0.14664918  2.6862595  -1.1782858  -3.272229
 -0.99185693  0.9304427   0.9854567  -2.4019537  -0.11350882 -0.7853077
 -1.1805643  -2.190147   -0.37779367 -1.6982726  -3.0202644  -1.4969672
 -2.7100859  -2.3798952  -2.3339016  -0.33632746 -0.70225996 -0.23016009
  3.282499    3.1299613   1.4804709  -2.2985377   0.9170284  -2.0645752
 -1.0078545  -0.57135767 -1.3123626   0.06397793 -1.0625017   0.82662016
  0.22711408 -3.7082417  -2.3576214   0.6235835   1.3886485  -3.1516638
 -0.6119968   0.55193335  0.15715055 -3.4438717  -1.6321124   2.2791502
  1.4903963  -0.8671691 ]"
1309,crow,"[ 1.7510462   3.4650254  -2.122105    0.06230142  0.2772232   1.2548444
 -2.927434    1.2640482   2.1777332  -2.9851773   0.22472183 -0.63543534
 -0.6967318   1.1749426   0.87328225  2.1964772   1.6610711   3.631066
 -4.466028   -0.6375765   2.038812   -0.0887403  -0.17341496 -0.38770145
  3.560009   -0.10505282 -2.1799443   0.7200576  -2.2386134  -2.373167
 -0.642305   -0.7993165  -1.723293   -0.6704234   1.0492736   3.0481305
  0.01295266  0.22768521  3.4255123  -0.24987039 -1.7445215  -2.463072
  0.47581738  1.6025224   0.73716974 -3.1702209   0.11496011  2.2623482
  1.342742    0.8727601 ]"
1310,padottanasana,"[-0.53743446  0.37324768  1.1793784   1.1813465  -1.8537352   0.1658187
  1.5742172  -0.96351975  2.2762825  -0.39894915  2.9131582  -3.005251
  0.14915262  1.7495182   1.6722722  -0.18659824 -0.45111895  1.6473478
  4.017919    2.790539    1.0186298   1.0207205   2.6028585   2.629222
 -0.64518577 -0.09490457  2.104491   -0.4025707  -1.5697409   1.2334379
 -2.0510643   4.873255    0.7335243  -1.3790277  -1.8930491   0.7648307
  2.4177575   0.16217421  1.0501777  -1.7393839  -0.72718567  0.92288435
  0.38919553 -0.92191404  0.7231885  -1.7468194  -1.429014    0.61154455
  0.01327707  1.6303421 ]"
1311,advantage,"[ 1.53190446e+00 -2.26270866e+00  3.42276359e+00 -1.69281220e+00
 -1.31950766e-01 -1.59930980e+00  1.93771636e+00  1.53029442e+00
  1.84540009e+00  4.80185509e-01 -9.45732892e-01 -1.26657581e+00
  9.40476298e-01 -3.73015833e+00  1.45394063e+00 -3.88351917e+00
 -3.19291973e+00  1.91924644e+00  4.48550892e+00  8.94550741e-01
  7.30120003e-01  2.82093525e+00 -3.76977348e+00 -1.78846061e+00
  1.60806763e+00 -7.14901268e-01 -9.63503718e-01  2.47501433e-01
 -3.66172016e-01 -7.87274408e+00  6.89828014e+00 -3.06777000e-01
  7.37392064e-03  1.71114326e-01 -2.53543735e-01  1.05478235e-01
  1.57024467e+00 -6.44226551e-01  1.89913702e+00 -9.62017119e-01
  2.28393221e+00  1.43490136e+00 -2.90280032e+00  2.65120053e+00
 -2.06663394e+00 -1.23453903e+00  2.34475827e+00 -1.98182631e+00
 -1.98867929e+00 -2.87811160e+00]"
1312,high,"[-2.013397    0.13693969  1.7276208   2.262503   -1.9565524  -2.1745489
 -3.4101672   3.5569305  -4.432808   -4.368529   -1.6650239  -3.1083286
 -1.0612907   0.7359943  -0.34245077 -2.4741356   1.5869989   2.7925427
 -0.87606764  0.3310101   2.1780016  -1.2368844   3.4297898   1.1675297
 -0.57077706  3.4275763   2.1088605  -2.0359445  -0.15404297 -4.5805078
 -1.1215237   0.08814406 -2.675468   -0.34470865  2.4223883  -0.34560305
 -2.164165    3.8520894  -0.02055717 -0.35084492 -3.1634195   2.5730758
  0.07355937 -1.9222118  -1.9879211  -1.0797065   0.42573756  0.71413463
 -0.0368476   1.4108691 ]"
1313,mentally,"[ 0.6471292   1.3687253  -0.693728   -0.82551634 -0.6105028  -1.9080402
  0.22634773  2.723825    2.321542   -0.2295151  -1.3483435  -1.6565492
 -0.05238358  3.03614     0.09523204  0.2734392   0.6124997  -0.58059835
 -0.8114959  -2.8001742   1.4286913  -2.331882   -1.6447577  -2.4734132
  2.3035686  -0.13307385  0.65447867  0.7474205  -1.9401112  -1.7675279
 -0.5915286  -1.7309654   3.9555776  -1.6011388  -0.28677896 -1.9123642
  2.7420547   2.0727437   0.63408667  0.6006535  -1.3573667  -1.2800419
 -2.0730531  -2.207367    1.7585487  -3.2511685  -2.5577297   0.44794565
  2.5456464   1.8774506 ]"
1314,physically,"[-0.38826317  1.1231285  -0.08594058 -0.02679275 -0.559267   -1.656815
  0.26374638  2.5612254   2.1037455  -1.0531027  -1.2628828  -0.7769551
  0.9391486   2.4200757   0.92065066  0.18570425  0.7812339  -0.33782706
 -0.74484926 -2.8200352   1.8561748  -1.0976028  -1.4340018  -1.6124004
  3.0526721  -0.3987122   0.271261   -0.1611392  -2.1717963  -1.7025043
 -0.5819637  -1.0354719   3.890029   -2.3127341  -0.32722935 -1.7315754
  1.8635592   2.717651    0.45070562 -0.24297991 -1.0544432  -1.8535341
 -0.87127215 -2.6474016   2.0151844  -3.424211   -2.228616    0.10186996
  2.8217125   1.0527587 ]"
1315,figure,"[ 0.30180696 -2.156084   -0.6554721  -0.21235158  0.51202345 -0.97062874
 -0.18383595 -0.68642956  0.8274563  -1.9786421  -1.5606759  -1.4107653
  0.6820898  -0.13909318  0.49330068  2.8313513   1.6972381   1.2766749
  0.49208403 -1.7955589  -0.87913036 -1.2529036  -0.7526951  -1.3978066
 -0.4434696  -1.4070549  -1.4120631   0.04750387 -1.8210529  -0.24585964
  1.0268376  -2.4135387   1.6653854  -0.6263648   2.0769029  -1.3116895
  1.4072926   0.68521696 -1.6920185  -1.3111328   0.05933812 -3.5820959
 -1.5146219  -0.2626421   0.2741192  -1.1729053  -2.2426157   0.1854298
 -1.4118129   2.462984  ]"
1316,distance,"[-1.5134727  -0.39589626  0.2338395  -1.810585   -1.5496227   1.3000511
 -0.14816669  0.64537823  3.198093   -0.21368495  1.5457458   0.35240808
  1.58759    -0.3460941  -0.7573255  -3.168089   -0.7642627   1.4316671
 -0.69375706 -2.336384    0.43650398  0.15627056  5.5211964   1.699099
 -1.3766989  -2.0055923   1.2264584  -0.3236569  -1.8404609   1.8634608
  0.12667586  0.62360007 -3.0786324  -2.774068   -3.084621   -2.5886955
  2.2711718  -2.292641    0.37585503 -0.17135009  2.0330482   1.12872
  2.1606538   1.3466134   2.7824197  -1.9771763   3.1121752   0.5769335
  3.0111659   3.0846527 ]"
1317,compressing,"[-2.7482338   2.1886458  -3.2430594  -1.1012547  -0.5493162  -0.4968027
 -2.501245   -1.5514722  -0.9667292  -1.3659756  -2.940313    0.5768317
  4.1312985   1.644205   -0.21540257 -2.083923    3.5882573  -1.0106628
 -1.6656818   1.2080735   0.55237556  1.3151996   0.7204292   2.0511107
  0.30213374  1.7901429  -1.9848601  -0.5171633  -0.39163184  0.18438463
 -1.6293011   1.3457261   2.3485029   3.498875    4.537174   -1.6902728
 -1.9983236   1.517136    1.6546628   1.0785741   0.66696316  2.6158078
  0.14309692 -1.6554985   2.22077     0.5082509   4.194602   -0.3691085
  0.58962697  2.0199714 ]"
1318,relationship,"[ 0.34357584  3.0818577  -1.267969   -0.01741996  2.3194754   1.7853662
 -0.25758243  1.9933301   2.0185905   0.18391143 -0.40059248 -0.42002532
 -1.0330822   0.14392842  0.71933913 -0.98484623 -1.4135133   0.76896006
  0.2434575   1.4076875   0.6119002  -0.9947377   2.4465852   0.02336821
  0.0568966  -0.80168784 -0.5342061   0.26997936 -2.1138089   2.868861
 -3.4392908   1.5897647   1.0696781  -1.9758803   0.19936079 -0.66082656
 -0.09832671 -0.71906143  0.66495365 -1.4518564  -1.1469363   0.5046771
  0.3489354  -2.7740872   2.35707    -3.30821    -2.589159    0.850688
  2.1671898  -0.41441888]"
1319,prasarita,"[-4.17802949e-04 -1.84855044e+00  2.09602427e+00  2.06042957e+00
 -1.07084048e+00 -1.05355954e+00  1.23987150e+00 -9.91906285e-01
  1.52662015e+00 -1.55598849e-01  2.05542326e+00 -2.78394222e+00
 -2.12736654e+00  2.52095270e+00  2.34215307e+00 -6.25309646e-01
  4.35739756e-01  1.97040951e+00  4.00484371e+00  2.19955659e+00
  1.80000865e+00 -5.32316804e-01  2.48162246e+00  2.45944810e+00
  4.04446423e-01 -7.22168863e-01  7.62078166e-01  7.98989475e-01
 -1.08148646e+00  1.88646352e+00 -2.11449671e+00  2.78041172e+00
 -1.34249103e+00 -7.19225407e-01 -1.38517404e+00  1.18559027e+00
  9.15096283e-01  4.70543861e-01  8.89540374e-01 -1.75970888e+00
 -8.67114544e-01  1.02601245e-01  3.72673661e-01 -6.40282035e-01
  1.71398371e-01 -2.20978665e+00 -1.59223807e+00  1.44163418e+00
 -9.32937682e-01  7.87150443e-01]"
1320,sufficient,"[ 1.8857498  -0.45384604 -0.36645696 -1.48793    -1.8267324   0.6892225
 -2.9877067  -1.0008185  -0.89517224 -1.1872997  -1.0698686  -0.67027646
  0.6726748   0.76156354  1.6384833   4.1265936  -2.5589983   0.28412354
 -2.3190258   1.0414704  -0.67724615 -0.76309913  0.7121076  -2.5529559
  0.9905181   2.8308802  -4.4364657   0.9015678   2.299477   -5.413857
  0.79906535  0.9551771   0.84938836  0.57413834  0.8852168   1.112026
  2.2688022   0.20729828  0.0916165  -0.88330215 -1.2579236  -1.9945023
  0.57563543  1.2389375   1.7068762   0.11032187 -1.6339995   1.9132402
 -0.8916164   2.862358  ]"
1321,inhalation,"[ 2.4160109   1.2380489  -0.2883355  -0.45261708  2.495469    1.2437488
  0.92835486 -1.7136672  -1.0956852  -1.3266464   0.8727793  -0.19343403
 -0.75090975 -4.6305676   1.0998379   3.2993517   1.9131976  -4.9049387
 -3.2392273  -0.5763373   0.9318444   0.5322419   2.5810103   0.21831809
  1.2985102   3.027895    2.9281983  -1.6213315   0.7997793   0.08498979
 -0.9320265   1.1718509  -0.8928086   0.17931946 -0.427921    1.6658566
 -0.68997556  1.475981   -4.6596804  -0.30781585  0.9648408  -0.5137836
  1.1003051   1.3816092  -2.9704902  -1.2421426   2.3326364   3.130087
 -0.5169916   4.4321966 ]"
1322,silence,"[-2.487143    0.8171577  -0.08100349  0.6975019   0.97335035  3.6153166
 -1.8802814   0.23609373 -0.07701642 -3.6500409  -1.7519556  -1.7517049
 -3.2525463  -1.2050803   1.1039443   1.3760873   2.348155    2.0491588
 -0.5060379   1.6886817  -1.3040848  -0.61157477  2.1841526  -2.2150018
 -1.5126498   0.94058114 -3.699972    1.8109353  -2.7928882  -1.0584266
 -0.5586145   0.04485536  1.474548   -0.48354152  0.01880609 -1.3157179
  3.0649111  -2.6834126  -1.5405401   2.073262   -0.18698454 -2.2202942
  0.0465618   2.6498446   1.4335908  -0.32840005 -2.4633234  -2.51981
  1.0278286   1.4146594 ]"
1323,foundation,"[-3.7415564e-01  5.3348243e-01 -4.5019248e-01  5.4668748e-01
  2.3419182e+00  7.6251072e-01 -3.0127558e-01 -6.3807839e-01
  1.6427237e+00 -1.9933550e+00 -2.2082086e+00 -2.0524871e+00
 -3.9742289e+00 -6.9437122e-01 -1.0768006e-01 -3.6949341e+00
 -3.1738898e-01 -1.1846383e+00 -1.4874103e+00  1.6280124e+00
 -2.7235239e-03 -5.0650179e-01  5.5317158e-01  9.6503025e-01
  3.5898316e+00  3.3605726e+00  2.4670138e+00  1.2622914e+00
  2.4007449e-01 -1.3082622e+00  3.7499833e+00 -5.8435172e-01
 -7.6706105e-01 -4.1587543e+00 -1.5060302e+00 -2.1315687e+00
 -1.5900919e+00 -1.4343897e+00  1.8440553e+00  7.0151901e-01
  2.9838841e+00 -1.0374045e+00 -1.9960619e+00  2.2713099e+00
 -6.2662673e-01 -1.5182552e+00 -5.0384104e-01 -7.3346740e-01
 -2.5678792e+00 -1.4138958e-01]"
1324,safe,"[ 1.0452211   3.9713378  -1.9599758  -0.2709457  -2.3448172   2.0028539
  2.549628    3.0437672  -1.0170801  -3.8967006   1.3682848  -0.8380196
 -0.16421667 -0.46578074  0.5758865   0.58111656  1.7368014   2.9945624
 -0.467478   -1.4356866   0.881281   -1.9416071  -0.8162969  -1.697075
  1.3027827   0.53130335  2.4610112  -0.5128966   0.27400827 -0.55514115
  0.6595482   0.79603213 -0.6703594   0.31894085 -0.65542215 -2.721921
  1.8714988  -0.0992986   0.1655638   1.2227622  -1.5295455   4.345011
 -1.9401723  -1.3054941   4.4310713  -0.08359997 -0.21097977  0.25147405
  1.9221952   2.9400923 ]"
1325,warm,"[-0.76453936  0.77780586 -1.2195466  -0.55992985 -2.409513   -1.7333915
  4.6223874  -2.904495   -2.1671689  -0.15455611 -0.15528533  0.7894252
 -1.819939   -2.2451022   0.58330804 -0.75141907 -0.16410652  0.4385821
 -2.5640233  -0.76061475  1.431706    1.2320682   0.49940258 -0.23077542
  2.1935194  -0.47959104  0.07119743  3.5832224  -2.4628773  -2.7227576
 -0.7756234  -1.9955745   0.37575358 -4.719365   -0.7209572  -2.0159676
 -0.0920163   5.176868   -0.9446153  -0.2038726   0.94338036 -1.3784107
  3.2906468  -1.6147656   1.3647624   0.9748804   3.1161497  -1.7807403
 -0.4051793  -2.1819572 ]"
1326,aware,"[ 0.3726472   4.280394    1.0320795   0.8478468   0.16108875  0.01260519
 -2.571618    0.91620225 -3.0622394   5.5544147   0.570643    0.23956306
 -4.65856     0.67586166  0.07558861 -0.33195764  1.2057174  -0.26323238
 -0.8585444  -3.3395138  -1.8987707  -4.9717493  -2.0047507   2.124227
  0.77792645  1.7787343  -0.98889923  3.5975175  -0.35589725 -2.480775
  1.1031743  -1.36543     0.54566085 -3.0281982   2.6449132   0.01971705
  3.886814    2.4324417  -0.33517063  2.4707508   1.0755005   3.0906305
 -0.6095376   0.8867293   0.31060207  1.2243195   0.6075396  -0.2867656
  2.3369222   4.3499365 ]"
1327,promote,"[-1.9962476  -1.6344329  -1.6301352   1.9233875   1.8115106  -1.8004131
 -2.2264423  -0.09118015 -1.1537164  -0.11543323  1.4527184  -3.2035618
 -1.8823112   0.26468715  2.8478482   2.2092984  -2.0326793  -2.064354
  1.0495824  -2.578909   -1.27418     0.49309406  2.7818267   0.7787178
 -0.20479804  0.65899616 -0.6549322  -0.7593093   0.5017742  -1.5180947
 -4.2334423  -0.79065293  0.44881958  0.3403849   2.2432492  -3.5527225
  0.7690532   1.1468613  -0.088162    0.91240156 -1.7518328   1.503335
 -1.1227537  -0.91593003  0.33205256 -0.18776587 -0.39914832 -1.5349437
 -0.03720511  0.60672975]"
1328,when,"[ 2.2129874   1.3239927   0.82817113 -0.5586127   1.0642321  -1.2035725
 -0.2187276   4.186638    0.17006072 -2.0503006   2.590175    0.324052
 -4.0036845  -3.9732025   3.5594306  -0.79973805 -4.0965834  -0.3997871
  2.1993287  -3.485271   -0.3969161  -0.05268976  0.8543411  -1.6856049
  1.6788608  -1.6171405   0.4899721   2.8739486  -2.6396415   0.60982335
 -2.5741363   3.4316025   0.01340774 -2.9130025  -1.5646702  -2.8988142
 -1.9163468  -3.941694    1.894314    0.2713683  -0.59890145 -3.6840813
 -1.6585251  -2.719757   -1.3590477  -1.3397049  -2.8211327  -3.0041785
 -2.1994083   0.9138521 ]"
1329,sage,"[-2.9534416  -2.2453983   2.6525893  -4.9086776  -4.63445     1.6417613
  0.88654715 -2.4555333  -0.7950114  -2.1420546  -1.7000568  -1.6011385
  1.721942   -0.9359214   0.8306661   1.3282464   0.4458877  -2.6536112
  4.4523396  -0.7209932  -4.0017295   1.2016551  -0.27281204  0.38181132
 -0.17967343 -0.9823805  -0.30719924 -0.45597687 -3.4611175   1.2835461
  0.72720903 -1.09492    -0.46767524 -1.6915107   3.366713   -1.2819494
  0.10511131  3.9146307   3.6585255  -0.16918072  0.61752367  3.9201648
  0.03466507 -0.7119557   1.9656453   1.6935424   1.0374533   1.102224
 -1.1178222  -0.6794612 ]"
1330,rejuvenate,"[ 1.6148098  -0.27659264 -0.01763933  0.32240492  0.23134504  1.6499512
  1.046811   -1.2177964   2.560128   -1.3411231   0.3367634  -2.370912
 -1.0984067  -0.93207145  1.7476019  -0.4655727   1.8521941   3.825279
 -2.1729205   0.92525756  0.09669078 -2.3592954   2.0724583  -3.6407251
  0.79400545 -0.6007262  -1.1707162   0.24854471  2.6114762   1.156096
 -3.7443151  -2.7077758   1.1706884   0.35529965  2.926549   -2.3539217
  3.3813071   2.6486921   3.050352   -1.4894403   0.22548811 -1.2662331
  1.3819089   2.2506738  -1.4666454   2.4713883  -2.0737574  -3.2322342
 -0.80299073  1.2658696 ]"
1331,rheumatic,"[-3.3159223   2.6597557  -0.39859456 -0.47634423 -0.661287   -1.1427078
 -0.7807272   2.512838    1.1620089   0.40047032  0.25466198 -0.4144698
 -0.28297535  2.524461    3.5823636  -3.2213883  -1.5810186   2.3262749
 -1.6554703  -2.195664    0.5864371  -2.703043    1.6868086   2.5423229
  2.353159    1.5154617  -1.0623571  -0.4982191  -1.2586486  -1.5890988
 -1.4320683  -0.4420918  -1.0593216  -0.9705877  -2.406628    1.2246802
  0.34407434 -0.10303448  1.0849463  -1.0311322   1.0438352  -2.3506372
  4.2928686   0.6747721  -1.0826539   0.4397876   1.1635438   0.13841388
 -0.5567372  -0.29927307]"
1332,virabhadrasana,"[-0.1865114  -0.70065504 -0.67093086 -1.18001     0.49594733 -2.9488556
  1.4649945  -0.96234363 -0.17675613 -2.721725    1.5203253   0.48595288
 -0.49588388 -2.7983658  -2.4151034  -1.2166152   2.0012417   1.7184436
 -0.1314247  -1.9205781  -2.3993363   0.16041045  2.0706222  -0.6584204
 -1.0432718  -3.8312993  -0.15766415  2.2041147  -0.07177527  1.1101696
  1.3494846   0.24928601 -0.47226098 -3.2013988  -1.3982571  -2.1127672
  1.5171716   0.39740476 -3.6530156   1.9157205   3.142473   -2.7283764
  4.54445     1.6762915  -2.3098888   1.290153    0.67255247 -0.3032131
 -3.7713947   0.7880272 ]"
1333,kaki,"[-0.6517736   0.6630825  -1.5934068  -0.5194815  -1.075235   -1.253412
 -0.8042866  -1.5563438   1.7192492   0.13772853  3.1569805  -1.1384276
 -1.7158031   0.78550196  1.6449343   1.9717493   1.0116341   4.159818
 -1.5537084  -2.362066   -0.04047795 -0.8864655  -0.00577021  0.41177303
  2.7396827   0.36893696 -3.207994    1.4760542   0.7378529  -0.37324604
 -0.8546084   1.9600596  -1.5508723  -0.14273323  3.5728018   3.3947296
  2.0377204  -0.8513875   0.88551563  0.12438758 -1.2029823  -2.787254
  0.4139026   1.4261835   2.061811   -0.6399855   0.41255924 -1.4819509
 -0.43952602 -0.6239475 ]"
